index,artist,country,country_group,artwork,type,auction_house,auction_location,cm_x,cm_y,year_sold,month_sold,year_made,price_usd
37981,Gadi Fraiman,Israel,Middle East,Swan,mixed media,Matsart Auctioneers & Appraisers,king david st.,70.0024,70.0024,2015,6,2015,7500.0
42232,Seher Shah,Pakistan,Asia,Monumental Fantasies - Impermanence I,paintings,Christie's,new york,304.8,304.8,2019,3,2019,30000.0
48730,Reuven (Zelicovici) Rubin,Israel,Middle East,Jacob wresting angel,work on paper,Poulain,rue de provence,42.0116,42.0116,2002,7,2002,1874.0
12681,Christo Coetzee,South Africa,Southern Africa,BLUE ABSTRACT FORMS,work on paper,Stephan Welz & Co,cape town,48.9966,48.9966,2010,10,2010,593.0
23761,Hennie Niemann,South Africa,Southern Africa,THE YOUNG CLOWN,work on paper,Stephan Welz & Co,cape town,13.9954,13.9954,2011,10,2011,1419.0
42040,Kim Tkatch,Russia,Europe,Egypt,work on canvas,Dominic Winter Auctions,mallard house,80.01,80.01,2019,3,2019,261.0
20001,Paul Guiragossian,Lebanon,Middle East,PRIÈRE COLLECTIVE (COLLECTIVE PRAYERS),work on canvas,Sotheby's,bond street,59.9948,59.9948,2018,4,2018,53180.0
19110,Charles Hossein Zenderoudi,Iran,Middle East,LALSA,work on canvas,Bonhams,bond street,151.003,151.003,2017,11,2017,133620.0
40875,Nazir Nabaa,Syria,Middle East,Eve,work on canvas,Christie's,dubai,75.0062,75.0062,2010,10,2010,17500.0
43757,Samuel Bak,Israel,Middle East,Under a Daylight Moon,work on canvas,Christie's,new york,101.6,101.6,2014,5,2014,32500.0
44869,Pinchas Litvinovsky,Israel,Middle East,Girl,work on paper,Matsart Auctioneers & Appraisers,king david st.,40.005,40.005,2019,8,2019,76.0
25339,Yosl (Yosel) Bergner,Israel,Middle East,"Couple with a Bird, 1960",work on canvas,Tiroche Auction House,kikar de shalif,48.9966,48.9966,2016,1,2016,11500.0
45110,Raffi Lavie,Israel,Middle East,Untitled,work on board,Montefiore Auction House,nachmani street,121.9962,121.9962,2011,7,2011,14950.0
40072,Menashe Kadishman,Israel,Middle East,A View of Jaffa from Tel-Aviv,work on canvas,Tiroche Auction House,kikar de shalif,99.9998,99.9998,2012,6,2012,4830.0
3020,Walter Whall Battiss,South Africa,Southern Africa,Standing Nude,work on canvas,Stephan Welz & Co,cape town,25.0,25.0,2015,10,2015,674.0
2553,Walter Whall Battiss,South Africa,Southern Africa,Three Figures,work on canvas,Strauss & Co,johannesburg,40.0,40.0,2020,7,2020,15760.0
1950,Amani Bodo,Congo Republic,Central Africa,"The Prophet, 2016",paintings,Piasa,paris,138.0,138.0,2019,5,2019,9050.0
21218,Driss Ouadahi,Algeria,North Africa,Le square de la cure,work on canvas,Millon & Associes,paris,99.9998,99.9998,2019,11,2019,9920.0
25702,Nahum Gutman,Israel,Middle East,Carriage,work on board,Gordon Galleries,ben yehuda street,54.99100000000001,54.99100000000001,1992,6,1992,8000.0
38396,Salih Coskun,Turkey,Middle East,Sans titre,work on paper,Tessier-Sarrou,rue saint-marc,75.9968,75.9968,2014,3,2014,1793.0
6692,Georgina Gratrix,South Africa,Southern Africa,Maneater,work on canvas,Strauss & Co,cape town,100.0,100.0,2015,10,2015,7240.0
2915,Walter Whall Battiss,South Africa,Southern Africa,Farm Landscape,work on canvas,Russell Kaplan Auctioneers,johannesburg,24.0,24.0,2016,10,2016,799.0
10591,Jacob Hendrik Pierneef,South Africa,Southern Africa,BOLAND LANDSCAPE,work on paper,Stephan Welz & Co,johannesburg,50.0126,50.0126,1988,10,1988,684.0
47068,Farhad Moshiri,Iran,Middle East,Jar with horizontal calligraphy,work on canvas,Christie's,dubai,150.0124,150.0124,2015,3,2015,125000.0
3284,Walter Whall Battiss,South Africa,Southern Africa,The Petrified Forest,work on canvas,Strauss & Co,johannesburg,100.0,100.0,2013,5,2013,45420.0
41874,Salah AlKara,Israel,Middle East,Flowers in the Wind,work on canvas,Montefiore Auction House,nachmani street,19.9898,19.9898,2011,11,2011,460.0
45904,Meir Pichhadze,Israel,Middle East,"Chair, Books and Suitcase",work on canvas,Tiroche Auction House,kikar de shalif,83.0072,83.0072,2017,6,2017,11500.0
32648,Moshe Elazar Castel,Israel,Middle East,Safed Landscape,work on canvas,Tiroche Auction House,kikar de shalif,45.0088,45.0088,2011,6,2011,10925.0
13759,Eli Kobeli,South Africa,Southern Africa,Township Scene,work on paper,Russell Kaplan Auctioneers,johannesburg,67.9958,67.9958,2018,12,2018,85.0
36224,Omar Hamdi,Syria,Middle East,Still life in Motion,work on canvas,Capsule Gallery Auction,e. 9th street,81.28,81.28,2020,2,2020,1375.0
8241,Dylan Lewis,South Africa,Southern Africa,S393 RUNNING CHEETAH TRIO I MAQUETTE,work on canvas,Bonhams,bond street,59.9948,59.9948,2020,3,2020,18985.0
20618,Ron Arad,Israel,Middle East,Bodyguard,sculpture,Seoul Auction,pyeongchang-dong,189.992,189.992,2010,10,2010,387935.0
32885,Mohammad Ehsai,Iran,Middle East,Untitled,work on board,Christie's,dubai,48.895,48.895,2007,2,2007,21600.0
12747,Christo Coetzee,South Africa,Southern Africa,Untitled,work on paper,Stephan Welz & Co,johannesburg,129.9972,129.9972,2003,10,2003,1531.0
20092,Yigal Ozeri,Israel,Middle East,Still Life and a Curtain,work on canvas,Montefiore Auction House,nachmani street,91.0082,91.0082,2006,10,2006,6000.0
1767,Alex Nwokolo,Nigeria,West Africa,Ecstasy,paintings,Bonhams,knightsbridge,84.0,84.0,2015,10,2015,7700.0
28337,Amnon David Ar,Israel,Middle East,Young Woman,work on canvas,Montefiore Auction House,nachmani street,30.5054,30.5054,2011,4,2011,2760.0
10746,Jacob Hendrik Pierneef,South Africa,Southern Africa,"KRAAL, NORTHERN TRANSVAAL",work on canvas,Strauss & Co,cape town,38.5064,38.5064,2015,3,2015,36635.0
41554,Nasser Ovissi,Iran,Middle East,THE FLUTE PLAYER IN TURQUOISE,work on paper,Roseberys,west norwood,48.4886,48.4886,2017,4,2017,3321.0
4576,Carl Adolph Buchner,South Africa,Southern Africa,Nude,work on canvas,5th Avenue Auctioneers,johannesburg,29.0,29.0,2019,10,2019,211.0
11936,Irma Stern,South Africa,Southern Africa,MOTHER AND CHILD,work on paper,Strauss & Co,johannesburg,42.4942,42.4942,2018,11,2018,3452.0
17266,Cyprien Tokoudagba,Benin,West Africa,Sans titre,work on canvas,Piasa,paris,80.01,80.01,2017,4,2017,1367.0
14835,Adriaan Boshoff,Congo DRC,Central Africa,Driving Home the Herd,work on canvas,5th Avenue Auctioneers,johannesburg,35.0012,35.0012,2014,9,2014,2493.0
8258,Dylan Lewis,South Africa,Southern Africa,SLEEPING ORIENTAL CAT I,work on canvas,Christie's,"london, king street",26.0096,26.0096,2019,9,2019,7720.0
19856,Paul Guiragossian,Lebanon,Middle East,Perseverance,work on canvas,Bonhams,bond street,50.0126,50.0126,2014,10,2014,40235.0
36669,David (Dudu) Gerstein,Israel,Middle East,Family Car,other,"Ketterer Kunst, Munich",prinzregentenstrasse,118.0084,118.0084,2009,10,2009,4032.0
13137,Frans David Oerder,South Africa,Southern Africa,"Canal View with the Basilica of St Nicholas, Amsterdam",work on canvas,Strauss & Co,cape town,59.0042,59.0042,2018,10,2018,3961.0
7651,Gerard Sekoto,South Africa,Southern Africa,A WOMAN WITH A DOEK,work on canvas,Stephan Welz & Co,johannesburg,37.9984,37.9984,1998,11,1998,1805.0
208,El Anatsui,Ghana,West Africa,PejuS Robe,Installation,Bonhams,bond street,245.0,310.0,2016,2,2016,1166360.0
36911,Eliahou Eric Bokobza,Israel,Middle East,Lot of 10 works: Chess Players,work on paper,Tiroche Auction House,kikar de shalif,13.9954,13.9954,2020,2,2020,1003.0
42625,fahl el-nissa zeid,Turkey,Middle East,Self-Portrait,work on paper,Ader Nordmann,rue favart,26.0096,26.0096,2015,12,2015,2992.0
27778,Fikret Mualla Saygı,Turkey,Middle East,BEACH CAFE,work on paper,Bonhams,bond street,45.9994,45.9994,2020,10,2020,9860.0
17638,Mohamed Saïd Chair,Morocco,North Africa,"Man and Lady, 2017",work on canvas,Piasa,paris,129.9972,129.9972,2019,5,2019,16025.0
32160,Moshe Elazar Castel,Israel,Middle East,Shabbat meal,work on canvas,Matsart Auctioneers & Appraisers,king david st.,65.9892,65.9892,2013,12,2013,60000.0
4082,William Kentridge,South Africa,Southern Africa,"Sobriety, obesity and growing old",work on canvas,Bonhams,bond street,93.0,93.0,2005,6,2005,14420.0
46116,Khaled al-Rahal,Iraq,Middle East,HORSE,work on board,Roseberys,west norwood,37.9984,37.9984,2017,4,2017,1660.0
11419,Irma Stern,South Africa,Southern Africa,MALAY GIRL WITH HIBISCUS,work on canvas,Christie's,"london, king street",61.0108,61.0108,2008,12,2008,454015.0
11507,Irma Stern,South Africa,Southern Africa,ZANZIBAR WOMEN IN PROFILE,work on paper,Stephan Welz & Co,cape town,24.003,24.003,2014,6,2014,4388.0
45367,Pinchas Litvinovsky,Israel,Middle East,Figuers,work on paper,Montefiore Auction House,nachmani street,42.0116,42.0116,2018,4,2018,228.0
41768,Sirak Melkonian,Iran,Middle East,Untitled,work on canvas,Tehran Auction,north allame street,199.9996,199.9996,2018,6,2018,110000.0
532,Kolade Oshinowo,Nigeria,West Africa,Farmhouse,paintings,Arthouse Contemporary Limited,lagos,32.0,80.0,2019,5,2019,7500.0
20096,Yigal Ozeri,Israel,Middle East,Still life with a Curtain,work on canvas,Montefiore Auction House,nachmani street,127.0,127.0,2005,6,2005,15000.0
35219,Burhan Doğançay,Turkey,Middle East,SANS TITRE,work on paper,Sotheby's,rue du faubourg saint-honoré,56.4896,56.4896,2016,2,2016,13885.0
17903,Tsibi Geva,Israel,Middle East,Diptych,work on canvas,Tiroche Auction House,kikar de shalif,180.0098,180.0098,2012,6,2012,13800.0
32640,Moshe Elazar Castel,Israel,Middle East,Figures in Safed,work on canvas,Tiroche Auction House,kikar de shalif,50.0126,50.0126,2012,6,2012,11500.0
28439,Ardeshir Mohassess,Iran,Middle East,Musicians,work on paper,Bonhams,bond street,59.9948,59.9948,2020,6,2020,6440.0
3273,Walter Whall Battiss,South Africa,Southern Africa,Priapus,work on canvas,Russell Kaplan Auctioneers,johannesburg,51.0,51.0,2013,6,2013,2937.0
18104,Farid Belkahia,Morocco,North Africa,"SANS TITRE, 2010",work on canvas,C.M.O.O.A,quartier bourgogne null,64.9986,64.9986,2016,3,2016,18640.0
37260,Isaac Maimon,Israel,Middle East,Lady,work on canvas,"Everything But The House, LLC",creek road,60.96,60.96,2013,6,2013,1200.0
42608,Manoucher Yektai,Iran,Middle East,UNTITLED (STILL LIFE),work on canvas,Sotheby's,bond street,61.0108,61.0108,2016,10,2016,84260.0
18978,Mohammad Ehsai,Iran,Middle East,Eshgh ('Love') diptych,work on canvas,Christie's,dubai,259.9944,259.9944,2011,4,2011,458500.0
46199,Zena El Khalil,Lebanon,Middle East,BINGE DRINKING,mixed media,Sotheby's,bond street,82.4992,82.4992,2010,10,2010,11825.0
3347,Walter Whall Battiss,South Africa,Southern Africa,Arabian City,work on canvas,Stephan Welz & Co,cape town,30.0,30.0,2012,10,2012,9010.0
6827,Henri Mzili Mujunga,Uganda,East Africa,"Sans titre, 2016",work on canvas,Piasa,paris,90.0,90.0,2018,11,2018,4524.0
33791,Samia Halaby,Palestine,Middle East,Untitled,work on canvas,Christie's,dubai,107.0102,107.0102,2010,4,2010,18750.0
21357,Farhad Moshiri,Iran,Middle East,TINY GOLD JAR,work on canvas,Freeman's,philadelphia,81.28,81.28,2010,11,2010,55000.0
38121,Hilla Ben Ari,Israel,Middle East,Tänzerinnen,mixed media,Galerie Fischer Auktionen AG,nachmani street,74.803,74.803,2011,6,2011,3095.0
4347,George Lilanga Di Nyama,Tanzania,East Africa,Mganga wa kihenyeji Hanatabiri Magojwa ya watu,work on canvas,Millon & Associes,paris,68.5,68.5,2014,11,2014,1988.0
8953,Ephraim Mojalefa Ngatane,South Africa,Southern Africa,TOWNSHIP SCENE,work on canvas,5th Avenue Auctioneers,johannesburg,75.0062,75.0062,2019,12,2019,17100.0
23789,Hennie Niemann,South Africa,Southern Africa,FISHERMAN,work on paper,Stephan Welz & Co,johannesburg,14.5034,14.5034,2020,9,2020,59.0
1968,Khaled Hafez,Egypt,North Africa,Blue Nute,paintings,C.M.O.O.A,casablanca,70.0,100.0,2008,12,2008,10310.0
48788,Reuven (Zelicovici) Rubin,Israel,Middle East,Two fishermen,work on paper,Sotheby's,rothschild boulevard,42.0116,42.0116,1995,10,1995,5000.0
35103,Burhan Doğançay,Turkey,Middle East,Ribbon,work on paper,Christie's,dubai,56.007,56.007,2008,10,2008,17500.0
19073,Charles Hossein Zenderoudi,Iran,Middle East,Composition en noir sur fond de couleurs,work on paper,Ader Nordmann,rue favart,40.005,40.005,2010,11,2010,4351.0
13533,"Monsengwo Kejwamfi ""Moke""",Congo DRC,Central Africa,"FAMILLE A VELO, 1994",work on canvas,Artcurial,france,80.01,80.01,2010,10,2010,1601.0
3879,William Kentridge,South Africa,Southern Africa,Iris,work on canvas,Strauss & Co,johannesburg,120.0,120.0,2014,11,2014,168720.0
12933,Frans David Oerder,South Africa,Southern Africa,Under the dahlia tree,work on board,Bonhams,bond street,121.9962,121.9962,2014,10,2014,80925.0
37555,Parviz Tanavoli,Iran,Middle East,The lovers (Shirin and Farhad),sculpture,Christie's,dubai,67.9958,67.9958,2020,11,2020,37500.0
19944,Paul Guiragossian,Lebanon,Middle East,Untitled,work on canvas,Christie's,dubai,72.009,72.009,2008,4,2008,55000.0
36606,Ayman Baalbaki,Lebanon,Middle East,UNTITLED (FROM THE MULATHAM SERIES),work on canvas,Sotheby's,bond street,70.0024,70.0024,2016,10,2016,94980.0
2619,Walter Whall Battiss,South Africa,Southern Africa,Bus Stop,work on canvas,Strauss & Co,cape town,52.0,52.0,2019,10,2019,12990.0
34405,Fikret Mualla Saygı,Turkey,Middle East,Corbeille de fruits et bouteilles sur une table,work on canvas,Piasa,paris,51.9938,51.9938,2001,11,2001,11105.0
18701,Claudio Nelson (Camus) Bravo,Morocco,North Africa,Hedgehog,work on paper,Grisebach,fasanenstraße,21.0058,21.0058,1994,5,1994,1213.0
29568,Igael Tumarkin,Israel,Middle East,SPATIAL CONCEPTS - A PAIR,work on canvas,Sotheby's,new york,76.2,76.2,2009,11,2009,7500.0
5875,Goncalo Mabunda,Mozambique,East Africa,"Masque, 2013",work on canvas,Cornette De Saint Cyr,blank,42.0,42.0,2015,12,2015,6600.0
922,Ben Enwonwu,Nigeria,West Africa,Drummer,sculpture,Arthouse Contemporary Limited,lagos,66.0,18.5,2016,11,2016,69000.0
45531,Raffi Lavie,Israel,Middle East,Untitled,work on canvas,Tiroche Auction House,rothschild boulevard,59.9948,59.9948,2019,6,2019,3304.0
11317,Irma Stern,South Africa,Southern Africa,AFRICAN GIRL WITH HOOP EARRINGS,work on paper,Bonhams,bond street,45.9994,45.9994,2008,9,2008,26395.0
48405,Reuven (Zelicovici) Rubin,Israel,Middle East,Les mimosas (Spring flowers),work on canvas,Matsart Auctioneers & Appraisers,king david st.,59.9948,59.9948,2010,6,2010,194500.0
9277,George Milwa Mnyaluza Pemba,South Africa,Southern Africa,XHOSA WOMEN WITH HEADSCARF,work on canvas,Russell Kaplan Auctioneers,johannesburg,24.003,24.003,2013,8,2013,19285.0
49827,Marcel Janco,Israel,Middle East,Dada,work on paper,Gordon Galleries,ben yehuda street,43.0022,43.0022,2001,6,2001,1400.0
31074,Yohanan Simon,Israel,Middle East,Eve in the Garden of Eden,work on canvas,Tiroche Auction House,kikar de shalif,43.9928,43.9928,2012,6,2012,4140.0
42435,Georges Hanna Sabbagh,Egypt,North Africa,Still Life,work on board,Bonhams,bond street,40.9956,40.9956,2015,10,2015,17225.0
10734,Jacob Hendrik Pierneef,South Africa,Southern Africa,NABY KARIBIB SONONDER,work on paper,Strauss & Co,cape town,32.9946,32.9946,2015,10,2015,16190.0
41156,Dia al-Azzawi,Iraq,Middle East,The Human Condition,work on canvas,Christie's,dubai,119.507,119.507,2007,10,2007,109000.0
7667,Gerard Sekoto,South Africa,Southern Africa,THE ZULU WAR DANCERS,work on canvas,Stephan Welz & Co,johannesburg,40.9956,40.9956,1991,11,1991,7830.0
684,Nnenna Okore,Nigeria,West Africa,Rope And Clay,installation/ sculpture,The Auction Room,northampton,216.0,81.0,2013,10,2013,21670.0
15006,Adriaan Boshoff,Congo DRC,Central Africa,The boat yard,work on panel,Stephan Welz & Co,cape town,31.496,31.496,2011,2,2011,4390.0
14944,Adriaan Boshoff,Congo DRC,Central Africa,Still Life with Yellow Daisies,work on board,Russell Kaplan Auctioneers,johannesburg,89.9922,89.9922,2014,9,2014,4989.0
5009,Norman Clive Catherine,South Africa,Southern Africa,Consort,work on canvas,Piasa,paris,84.0,84.0,2018,4,2018,11280.0
35027,Bita Fayyazi,Iran,Middle East,Woman And Imp I,other,Bonhams,montpelier street,30.988000000000003,30.988000000000003,2015,6,2015,3270.0
27832,Fikret Mualla Saygı,Turkey,Middle East,Personnages se faisant dos,work on paper,Christie's,old brompton road,24.003,24.003,2005,10,2005,3548.0
10708,Jacob Hendrik Pierneef,South Africa,Southern Africa,TREES IN A LANDSCAPE,work on board,Strauss & Co,cape town,30.5054,30.5054,2017,10,2017,21305.0
11915,Irma Stern,South Africa,Southern Africa,FISHERMEN AND BOATS,work on paper,Strauss & Co,johannesburg,50.0126,50.0126,2020,7,2020,6555.0
8500,Dylan Lewis,South Africa,Southern Africa,GLOSSY IBIS II,work on canvas,Christie's,england,32.9946,32.9946,2011,6,2011,20370.0
8211,Maggie Maria Magdalena Laubser,South Africa,Southern Africa,HIBISCUS IN VASE,work on canvas,Stephan Welz & Co,johannesburg,35.9918,35.9918,1993,10,1993,838.0
20270,Louai Kayyali,Syria,Middle East,Al Fata (The Boy),work on canvas,Christie's,dubai,64.7954,64.7954,2012,4,2012,86500.0
27217,Reuven (Zelicovici) Rubin,Israel,Middle East,Girl with a pitcher,work on paper,Tiroche Auction House,kikar de shalif,5.0038,5.0038,2015,2,2015,483.0
28470,Ardeshir Mohassess,Iran,Middle East,Untitled,work on canvas,Christie's,king street,76.2,76.2,2019,10,2019,19380.0
2766,Walter Whall Battiss,South Africa,Southern Africa,Female Nude with Comb,work on canvas,Russell Kaplan Auctioneers,johannesburg,50.5,50.5,2018,4,2018,456.0
40719,Rachid Koraïchi,Algeria,North Africa,La perle de la perfection et le chapelet de cristal,work on canvas,Christie's,dubai,150.0124,150.0124,2011,10,2011,86500.0
1002,Ben Enwonwu,Nigeria,West Africa,"A Driveway, Ibadan",paintings,Bonhams,bond street,42.5,50.0,2018,2,2018,16410.0
41224,Nasser Assar,Iran,Middle East,COMPOSITION,work on canvas,Artcurial,rond-point des champs elysees,64.9986,64.9986,2013,10,2013,4122.0
3916,William Kentridge,South Africa,Southern Africa,News from Nowhere,work on canvas,Christie's,"london, king street",122.0,122.0,2013,9,2013,18570.0
34253,Fikret Mualla Saygı,Turkey,Middle East,Au bar,work on canvas,Morelle,blank,27.0002,27.0002,1989,12,1989,1188.0
18850,Claudio Nelson (Camus) Bravo,Morocco,North Africa,Still life of blossoms,work on paper,Sotheby's,new york,12.7,12.7,2004,12,2004,3750.0
34247,Fikret Mualla Saygı,Turkey,Middle East,Le Chianti,work on canvas,Morelle,blank,27.0002,27.0002,1990,4,1990,1774.0
25362,Yosl (Yosel) Bergner,Israel,Middle East,Copper King,work on canvas,Tiroche Auction House,kikar de shalif,40.9956,40.9956,2015,6,2015,4140.0
44691,Yitzhak Frenkel-Frenel,Israel,Middle East,Three women,work on paper,Matsart Auctioneers & Appraisers,king david st.,35.0012,35.0012,2012,6,2012,150.0
17890,Tsibi Geva,Israel,Middle East,Woodpecker,work on canvas,Tiroche Auction House,kikar de shalif,91.9988,91.9988,2015,6,2015,9775.0
27081,Reuven (Zelicovici) Rubin,Israel,Middle East,Threshing wheat in the biblical way,work on canvas,Sotheby's,new york,55.88,55.88,2004,6,2004,2500.0
8388,Dylan Lewis,South Africa,Southern Africa,STRIDING FRAGMENT MAQUETTE,work on canvas,Christie's,england,76.2,76.2,2015,12,2015,9455.0
41159,Dia al-Azzawi,Iraq,Middle East,Untitled,work on canvas,Christie's,dubai,90.17,90.17,2007,2,2007,33600.0
47958,Reuven (Zelicovici) Rubin,Israel,Middle East,STILL LIFE WITH ANEMONIES,work on canvas,Sotheby's,new york,45.72,45.72,2016,12,2016,50000.0
19789,Fateh Moudarres,Syria,Middle East,A Surrealist Landscape,work on board,John Nicholson,the auction rooms,19.05,19.05,2019,12,2019,523.0
12565,Christo Coetzee,South Africa,Southern Africa,Untitled,work on paper,De Vuyst,belgium,81.0006,81.0006,2005,5,2005,883.0
27145,Reuven (Zelicovici) Rubin,Israel,Middle East,The potato eaters,sculpture,Sotheby's,rothschild boulevard,29.0068,29.0068,1988,5,1988,6600.0
